Id,SalePrice
1461,127540.0
1462,159215.0
1463,179790.0
1464,179849.0
1465,195060.0
1466,178660.0
1467,163940.0
1468,173688.0
1469,187724.0
1470,111633.3
1471,198787.8
1472,95740.0
1473,98500.0
1474,155730.0
1475,147589.5
1476,410487.6
1477,256137.3
1478,305380.0
1479,260819.7
1480,446014.6
1481,310673.2
1482,196300.0
1483,175372.2
1484,181548.0
1485,171043.5
1486,199387.5
1487,323772.9
1488,244590.0
1489,212116.0
1490,207707.2
1491,189950.0
1492,94370.0
1493,182040.0
1494,289570.2
1495,280160.0
1496,213153.6
1497,187241.5
1498,157591.8
1499,151710.4
1500,153226.6
1501,168640.0
1502,171352.5
1503,271498.3
1504,237875.0
1505,207900.0
1506,171740.0
1507,210475.0
1508,208150.0
1509,161030.0
1510,157940.0
1511,149050.0
1512,163550.0
1513,141550.0
1514,164185.0
1515,167386.4
1516,177330.0
1517,155760.0
1518,127500.0
1519,220615.6
1520,138980.0
1521,151415.0
1522,163150.0
1523,120915.0
1524,122410.0
1525,128630.0
1526,126730.0
1527,110480.0
1528,132490.0
1529,146835.0
1530,174350.0
1531,124283.7
1532,97140.0
1533,170845.0
1534,116880.0
1535,142395.0
1536,120995.0
1537,88370.0
1538,182100.0
1539,216893.5
1540,114750.0
1541,150640.0
1542,138125.0
1543,210760.0
1544,76890.0
1545,99100.0
1546,126690.0
1547,148130.0
1548,130075.0
1549,123840.0
1550,147950.0
1551,118460.0
1552,171070.0
1553,150900.0
1554,115150.4
1555,155440.0
1556,81289.3
1557,136120.9
1558,91200.0
1559,118450.0
1560,142240.0
1561,161700.0
1562,125615.0
1563,120818.3
1564,169390.0
1565,160380.0
1566,227747.8
1567,81449.3
1568,220164.0
1569,157195.0
1570,120030.0
1571,135800.0
1572,149560.0
1573,223880.0
1574,103700.0
1575,222050.0
1576,213545.0
1577,212152.5
1578,164895.3
1579,142300.0
1580,181390.0
1581,143125.0
1582,127180.0
1583,341808.1
1584,237500.0
1585,141080.0
1586,65330.0
1587,102180.0
1588,149750.0
1589,94589.3
1590,126400.0
1591,101810.0
1592,137740.0
1593,128255.0
1594,131940.0
1595,132190.0
1596,238775.9
1597,164310.4
1598,201843.5
1599,216242.2
1600,190950.0
1601,65846.1
1602,106450.0
1603,91419.3
1604,289630.0
1605,246650.0
1606,167790.0
1607,158627.7
1608,211906.0
1609,209281.5
1610,160949.0
1611,153315.0
1612,156355.3
1613,166618.2
1614,122838.3
1615,93700.0
1616,84250.0
1617,94340.0
1618,127165.0
1619,135880.0
1620,147650.0
1621,142500.0
1622,145325.0
1623,283830.2
1624,212417.2
1625,124400.0
1626,176050.0
1627,183760.0
1628,288113.5
1629,163220.0
1630,352964.3
1631,201450.0
1632,234150.0
1633,165150.0
1634,182190.0
1635,174290.0
1636,158846.0
1637,190864.0
1638,194780.0
1639,184745.0
1640,241740.0
1641,184380.0
1642,229187.8
1643,231625.0
1644,226995.6
1645,194386.4
1646,150495.0
1647,163440.0
1648,140440.0
1649,138985.0
1650,123280.0
1651,121190.0
1652,96800.0
1653,97350.0
1654,158950.0
1655,160936.0
1656,153038.7
1657,161490.0
1658,150258.7
1659,152740.0
1660,142970.0
1661,424888.3
1662,388723.1
1663,378761.7
1664,449007.0
1665,323269.1
1666,344659.6
1667,367299.7
1668,326171.5
1669,285709.0
1670,329369.5
1671,250677.2
1672,443375.5
1673,286371.6
1674,258207.0
1675,189714.0
1676,194140.0
1677,219508.0
1678,455601.1
1679,360163.4
1680,320614.4
1681,248320.0
1682,306800.2
1683,179889.5
1684,169680.0
1685,174998.5
1686,171556.5
1687,172351.5
1688,186790.0
1689,194150.0
1690,191584.0
1691,174669.9
1692,275655.8
1693,170357.5
1694,173260.0
1695,171884.0
1696,259748.0
1697,168191.0
1698,342176.1
1699,374599.1
1700,221100.0
1701,266604.3
1702,252346.4
1703,264327.3
1704,296876.7
1705,211850.0
1706,508681.2
1707,235590.0
1708,223146.0
1709,262525.4
1710,217091.9
1711,271168.6
1712,243973.2
1713,266203.4
1714,223040.0
1715,200395.0
1716,169195.0
1717,158885.0
1718,149350.0
1719,210850.0
1720,262069.4
1721,156930.0
1722,142940.0
1723,156555.0
1724,223829.0
1725,225350.0
1726,198820.0
1727,168140.0
1728,183420.0
1729,169500.0
1730,161365.3
1731,121505.0
1732,132565.0
1733,118118.3
1734,129160.0
1735,140330.0
1736,121850.0
1737,367990.5
1738,206690.0
1739,263405.8
1740,196315.0
1741,181390.0
1742,171940.0
1743,171800.0
1744,297779.4
1745,253350.0
1746,285569.9
1747,215932.2
1748,220097.0
1749,167280.0
1750,142280.0
1751,220750.0
1752,120790.0
1753,144770.3
1754,202250.0
1755,169150.0
1756,127713.7
1757,120380.0
1758,146600.0
1759,165753.7
1760,156250.0
1761,162550.0
1762,174510.0
1763,162695.0
1764,108685.0
1765,176520.0
1766,170900.0
1767,215350.0
1768,142035.0
1769,160350.0
1770,137815.0
1771,130005.0
1772,137560.0
1773,144900.0
1774,130895.0
1775,129577.5
1776,117115.0
1777,110988.3
1778,125800.0
1779,114220.0
1780,185900.0
1781,131855.0
1782,101575.0
1783,124030.0
1784,96240.0
1785,121068.0
1786,145830.0
1787,169540.0
1788,53551.1
1789,101570.0
1790,75890.0
1791,180050.0
1792,157620.0
1793,138510.0
1794,143140.0
1795,149730.0
1796,122473.3
1797,120575.0
1798,118500.0
1799,112125.0
1800,122150.0
1801,129900.0
1802,154790.0
1803,146380.0
1804,139092.0
1805,132675.0
1806,105890.0
1807,139585.0
1808,112700.0
1809,121090.0
1810,139140.0
1811,117890.0
1812,118403.7
1813,121390.4
1814,107145.0
1815,54233.3
1816,102080.0
1817,119279.0
1818,150990.0
1819,117490.8
1820,90470.0
1821,118320.0
1822,141750.0
1823,55751.1
1824,121355.0
1825,147038.7
1826,107800.0
1827,114578.0
1828,140785.0
1829,120570.0
1830,144150.0
1831,152065.0
1832,111495.3
1833,159545.0
1834,125007.5
1835,186350.0
1836,131650.0
1837,110210.0
1838,139222.5
1839,93850.0
1840,168183.7
1841,162100.0
1842,85835.0
1843,140630.0
1844,149069.7
1845,135360.0
1846,150910.0
1847,143810.0
1848,54440.4
1849,123505.0
1850,128188.0
1851,155640.0
1852,125848.0
1853,123450.0
1854,174128.5
1855,142900.0
1856,224611.0
1857,183864.0
1858,135628.7
1859,125734.5
1860,160168.5
1861,125734.5
1862,279541.5
1863,274972.9
1864,274972.9
1865,304210.7
1866,322198.2
1867,248422.0
1868,308910.0
1869,197140.0
1870,238626.1
1871,261891.2
1872,176536.2
1873,234372.5
1874,133975.0
1875,200940.0
1876,182625.0
1877,218857.8
1878,212397.2
1879,132705.8
1880,136450.0
1881,261384.4
1882,270247.7
1883,200390.0
1884,217400.0
1885,245045.6
1886,309800.2
1887,200957.8
1888,282332.2
1889,175589.0
1890,133675.0
1891,143780.0
1892,117020.0
1893,134250.0
1894,136325.0
1895,151690.0
1896,123518.3
1897,98050.0
1898,107650.0
1899,130990.0
1900,155495.0
1901,170520.0
1902,131035.9
1903,239580.0
1904,130115.0
1905,187990.0
1906,143510.0
1907,214230.0
1908,126040.0
1909,142410.0
1910,127750.0
1911,182750.0
1912,286747.0
1913,155690.0
1914,64971.1
1915,318975.8
1916,76840.0
1917,253500.0
1918,139130.0
1919,158700.0
1920,157680.0
1921,433829.2
1922,324160.8
1923,204400.0
1924,236550.0
1925,220740.0
1926,389791.1
1927,143390.0
1928,158740.0
1929,124078.3
1930,129190.0
1931,139403.7
1932,140850.0
1933,177215.0
1934,175400.0
1935,175746.5
1936,183650.0
1937,186450.0
1938,164449.0
1939,230990.0
1940,195650.0
1941,179200.0
1942,192440.0
1943,212660.0
1944,315397.0
1945,356571.2
1946,156770.0
1947,312830.7
1948,164615.0
1949,258237.2
1950,175439.5
1951,271480.0
1952,230620.0
1953,163670.0
1954,195900.0
1955,142650.0
1956,311250.0
1957,169423.2
1958,305747.9
1959,133390.5
1960,123525.8
1961,125470.0
1962,90178.3
1963,97188.3
1964,109850.0
1965,160200.0
1966,162774.0
1967,281836.2
1968,437487.0
1969,384864.3
1970,441354.8
1971,423160.0
1972,368200.0
1973,272760.9
1974,311423.2
1975,463502.5
1976,267392.2
1977,367198.5
1978,375376.5
1979,331971.3
1980,197204.1
1981,334737.2
1982,210877.8
1983,201587.8
1984,173474.0
1985,212207.8
1986,225456.8
1987,191982.5
1988,175121.2
1989,191430.0
1990,219600.0
1991,223103.6
1992,204470.0
1993,180688.0
1994,266515.0
1995,181790.0
1996,253700.0
1997,325265.6
1998,305058.6
1999,261879.0
2000,305246.8
2001,273826.7
2002,240773.6
2003,243774.1
2004,264055.4
2005,208495.7
2006,228936.6
2007,254655.7
2008,206265.0
2009,191000.0
2010,190940.0
2011,150190.2
2012,183513.5
2013,181860.0
2014,189190.0
2015,190840.0
2016,186795.0
2017,218030.0
2018,120325.0
2019,135390.0
2020,111508.3
2021,118855.0
2022,192820.0
2023,157770.0
2024,219490.0
2025,323521.3
2026,184144.0
2027,148426.6
2028,145260.8
2029,171980.0
2030,257708.1
2031,246293.2
2032,266167.3
2033,237558.8
2034,167670.0
2035,206890.0
2036,193070.0
2037,200920.0
2038,351963.7
2039,195800.0
2040,421604.9
2041,249660.0
2042,208350.0
2043,169375.0
2044,170295.0
2045,243630.0
2046,137285.5
2047,148950.0
2048,135915.0
2049,133001.0
2050,160440.0
2051,107690.0
2052,139850.0
2053,148610.0
2054,83490.0
2055,149135.0
2056,119563.3
2057,123070.0
2058,220140.0
2059,130535.9
2060,152760.3
2061,188650.0
2062,143200.0
2063,114710.0
2064,137045.0
2065,123340.0
2066,170940.0
2067,123930.0
2068,145690.5
2069,88950.0
2070,109345.0
2071,98540.0
2072,142175.0
2073,139790.0
2074,184228.5
2075,143480.0
2076,127880.0
2077,155345.0
2078,130760.0
2079,147000.0
2080,109770.0
2081,118975.0
2082,133690.0
2083,146475.0
2084,111435.0
2085,141590.0
2086,106730.0
2087,128350.0
2088,99460.0
2089,88280.0
2090,130774.0
2091,128630.0
2092,130320.0
2093,132145.0
2094,148105.0
2095,150850.0
2096,88485.0
2097,103090.4
2098,144490.0
2099,62410.0
2100,98947.6
2101,126400.0
2102,152170.0
2103,104850.0
2104,127541.4
2105,133338.7
2106,86080.0
2107,233690.0
2108,117320.0
2109,127675.0
2110,123330.0
2111,155334.5
2112,134180.0
2113,122050.0
2114,110000.0
2115,148995.0
2116,119570.0
2117,140830.0
2118,122390.0
2119,104570.0
2120,110540.0
2121,117765.8
2122,118032.5
2123,86735.0
2124,179270.0
2125,135580.0
2126,133040.0
2127,160530.0
2128,148600.0
2129,106380.0
2130,154675.0
2131,161625.0
2132,116745.0
2133,123650.0
2134,131695.0
2135,107730.0
2136,76590.0
2137,118660.0
2138,144255.0
2139,158545.0
2140,134075.0
2141,148303.7
2142,141340.0
2143,152280.0
2144,123165.2
2145,139630.0
2146,156145.0
2147,149483.7
2148,128630.0
2149,133300.0
2150,242383.7
2151,146374.0
2152,177020.0
2153,137126.4
2154,107048.3
2155,115550.0
2156,221503.0
2157,235692.8
2158,240530.0
2159,223268.6
2160,183824.6
2161,246117.0
2162,467709.9
2163,341049.7
2164,252004.4
2165,173670.0
2166,137635.0
2167,207887.8
2168,208395.0
2169,190070.0
2170,231510.0
2171,155180.0
2172,143500.0
2173,164745.3
2174,234350.0
2175,279840.0
2176,333870.2
2177,255471.0
2178,226260.0
2179,146070.0
2180,194386.4
2181,199590.0
2182,238720.0
2183,193808.0
2184,140870.0
2185,147640.0
2186,146673.7
2187,148025.0
2188,167290.0
2189,180500.0
2190,81750.0
2191,85150.0
2192,96228.3
2193,101800.0
2194,98230.0
2195,115200.0
2196,99330.0
2197,127640.0
2198,149679.5
2199,168460.0
2200,125990.0
2201,123640.0
2202,187560.0
2203,143790.0
2204,161454.0
2205,101250.0
2206,136550.0
2207,200763.0
2208,225350.0
2209,193700.0
2210,129773.7
2211,121950.0
2212,119350.0
2213,108225.0
2214,140550.0
2215,112263.3
2216,153130.3
2217,67560.4
2218,71290.0
2219,55661.1
2220,87471.1
2221,332995.8
2222,288987.2
2223,274105.0
2224,222141.0
2225,140795.3
2226,183870.0
2227,191160.0
2228,280199.2
2229,254934.3
2230,165090.5
2231,216403.0
2232,184930.0
2233,176230.0
2234,234400.0
2235,204200.0
2236,310711.7
2237,351691.7
2238,188720.0
2239,138550.0
2240,165057.0
2241,148175.0
2242,135460.0
2243,143797.0
2244,96390.0
2245,90218.3
2246,149115.0
2247,97750.0
2248,120768.3
2249,126350.0
2250,138955.0
2251,118530.0
2252,182200.0
2253,152460.0
2254,170448.7
2255,186550.0
2256,186710.5
2257,202911.0
2258,172995.0
2259,181840.0
2260,149895.0
2261,192550.0
2262,200045.6
2263,319337.0
2264,482498.6
2265,167385.0
2266,291633.0
2267,351969.6
2268,352885.2
2269,167050.0
2270,175740.0
2271,235550.0
2272,193740.0
2273,166600.0
2274,181200.0
2275,167830.0
2276,161305.0
2277,169076.0
2278,158155.3
2279,123555.0
2280,116880.8
2281,182560.0
2282,172540.0
2283,104100.0
2284,105078.3
2285,158634.5
2286,125750.0
2287,334768.0
2288,257859.3
2289,376078.1
2290,432786.1
2291,314564.5
2292,384552.8
2293,457881.1
2294,411496.6
2295,413962.6
2296,262319.3
2297,307712.4
2298,304050.7
2299,370578.8
2300,317109.3
2301,291495.1
2302,241850.0
2303,257682.5
2304,244427.1
2305,187180.0
2306,192940.0
2307,194089.5
2308,227510.0
2309,269409.0
2310,203053.6
2311,194439.5
2312,172406.5
2313,177820.0
2314,182674.5
2315,174053.5
2316,180338.0
2317,188199.9
2318,174912.0
2319,176449.5
2320,178710.1
2321,244202.7
2322,168337.3
2323,189040.0
2324,172052.0
2325,230781.0
2326,164169.5
2327,213400.0
2328,216550.0
2329,181650.0
2330,183640.0
2331,324710.0
2332,352950.0
2333,318492.2
2334,262649.3
2335,258560.3
2336,333200.0
2337,202402.7
2338,282804.0
2339,225748.2
2340,384122.0
2341,208832.5
2342,243482.2
2343,227500.0
2344,236928.4
2345,243016.9
2346,213944.4
2347,199211.2
2348,236989.7
2349,158549.0
2350,277995.3
2351,261807.3
2352,258634.5
2353,227972.0
2354,147917.5
2355,160203.5
2356,156225.1
2357,191803.0
2358,196230.0
2359,133400.0
2360,120900.0
2361,136980.0
2362,247650.0
2363,141000.0
2364,149456.0
2365,207685.0
2366,192154.1
2367,215450.0
2368,210272.1
2369,214900.0
2370,167800.0
2371,176829.8
2372,169890.0
2373,253103.6
2374,294425.0
2375,226720.0
2376,271128.0
2377,340705.5
2378,132430.0
2379,185150.0
2380,148490.0
2381,156725.0
2382,171015.0
2383,201540.0
2384,231000.0
2385,144990.0
2386,142180.0
2387,130975.0
2388,94556.4
2389,133730.0
2390,133480.0
2391,135630.0
2392,109280.8
2393,159880.0
2394,143550.0
2395,213740.0
2396,156570.0
2397,208000.0
2398,131750.0
2399,54960.0
2400,57530.0
2401,129190.0
2402,140250.0
2403,136517.2
2404,151423.3
2405,162950.0
2406,135340.0
2407,122713.3
2408,141100.0
2409,133540.0
2410,164820.0
2411,114450.0
2412,150065.0
2413,136045.0
2414,144050.0
2415,124640.5
2416,121500.0
2417,122367.5
2418,122340.0
2419,126500.0
2420,124415.0
2421,146083.7
2422,115425.8
2423,139024.2
2424,140178.7
2425,161340.0
2426,139020.0
2427,157140.0
2428,152450.0
2429,116190.8
2430,123788.3
2431,111200.0
2432,136365.0
2433,141145.0
2434,140200.0
2435,156450.0
2436,108650.0
2437,113178.3
2438,119540.0
2439,120260.0
2440,139580.0
2441,98470.0
2442,96855.0
2443,119200.0
2444,133890.0
2445,70540.0
2446,129050.0
2447,205593.0
2448,141558.7
2449,113285.0
2450,160120.0
2451,124690.4
2452,212550.0
2453,92340.0
2454,130850.0
2455,99550.0
2456,124858.3
2457,123040.0
2458,108940.0
2459,112890.0
2460,151880.0
2461,128740.0
2462,125368.7
2463,124585.4
2464,165930.0
2465,132540.0
2466,122590.0
2467,156867.0
2468,81600.0
2469,88050.0
2470,206190.0
2471,188930.0
2472,201097.0
2473,116710.0
2474,110890.0
2475,223368.0
2476,103525.0
2477,133865.0
2478,170058.7
2479,120825.0
2480,136600.0
2481,117645.0
2482,128630.0
2483,117675.0
2484,121430.0
2485,124700.0
2486,157090.0
2487,205100.0
2488,145629.5
2489,161600.0
2490,157690.0
2491,93120.0
2492,191327.2
2493,140900.0
2494,166670.0
2495,102765.0
